,property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Wardrobe,furnishing_type,luxury_score
1832,flat,emaar gurgaon greens,sector 102,1.45,8788.0,1650.0,3.0,3.0,3,7.0,North-East,Relatively New,1650.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,159.0
1833,flat,ss the leaf,sector 85,2.0,8306.0,2408.0,3.0,4.0,3,6.0,North,Relatively New,2408.0,2300.0,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
1834,flat,m3m merlin,sector 67,3.32,14080.0,2358.0,3.0,4.0,3,8.0,North-West,New Property,2358.0,,1709.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,174.0
1835,flat,emaar imperial gardens,sector 102,1.98,9900.0,2000.0,3.0,3.0,3+,9.0,North,Relatively New,,,2000.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,72.0
1836,flat,emaar mgf emerald floors,sector 65,3.2,10159.0,3150.0,4.0,3.0,2,1.0,Na,Relatively New,,3150.0,1750.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,flat,la vida by tata housing,sector 113,1.5,11755.0,1276.0,2.0,2.0,2,13.0,Na,New Property,1276.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
1838,flat,ambience creacions,sector 22,4.63,14984.0,3090.0,3.0,5.0,3+,5.0,North-East,New Property,3090.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,120.0
1839,flat,parsvnath green ville,sector 48,1.75,7202.0,2430.0,3.0,3.0,3,7.0,South,Old Property,2430.0,2200.0,1800.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,109.0
1840,flat,pivotal devaan,sector 84,0.34,7039.0,483.0,2.0,2.0,1,1.0,East,Relatively New,,,483.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,84.0
1841,flat,signature global solera,sector 107,0.37,6752.0,548.0,2.0,2.0,1,10.0,South,Relatively New,548.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
1842,flat,residency grand,sector 52,5.0,9615.0,5200.0,5.0,5.0,3+,2.0,East,Undefined,,5200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,flat,experion windchants,sector 112,5.6,11530.0,4857.0,4.0,6.0,3+,15.0,North-East,Moderately Old,4857.0,3662.34,,0.0,1.0,0.0,0.0,0.0,5.0,1.0,157.0
1844,flat,m3m skywalk,sector 74,2.25,12500.0,1800.0,3.0,3.0,3,5.0,North-East,Relatively New,2000.0,1900.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
1845,flat,bestech park view residency,sector 2,1.02,7208.0,1415.0,2.0,2.0,3,11.0,South-West,Moderately Old,1415.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,92.0
1846,flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,3.0,5.0,3,6.0,North-East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,167.0
1847,flat,bptp pedestal,sector 70a,1.6,10159.0,1575.0,3.0,3.0,3,2.0,North-East,New Property,,,1575.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,77.0
1848,flat,ss the leaf,sector 85,1.2,7317.0,1640.0,2.0,2.0,3,6.0,North,Relatively New,1640.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,174.0
1849,flat,krrish provence estate,gwal pahari,5.5,9483.0,5800.0,4.0,5.0,3+,11.0,East,New Property,5800.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,151.0
1850,flat,bestech altura,sector 79,1.85,8605.0,2150.0,3.0,3.0,3,7.0,Na,New Property,2150.0,1650.0,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0
1851,house,jacob pura,sector 12,0.35,9722.0,360.0,2.0,1.0,0,,,Old Property,,360.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,flat,vatika sovereign park,sector 99,3.2,9922.0,3225.0,4.0,4.0,0,5.0,North-East,Under Construction,,3225.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
1853,flat,ats triumph,sector 104,2.63,9564.0,2750.0,4.0,4.0,3+,21.0,North,Relatively New,3150.0,,2750.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,161.0
1855,flat,puri emerald bay,sector 104,1.8,8824.0,2040.0,2.0,3.0,3,23.0,Na,New Property,1700.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0
1856,flat,breez global hill view,sohna road,0.35,5319.0,658.0,2.0,2.0,2,18.0,Na,New Property,,658.0,554.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1857,flat,bestech park view grand spa,sector 81,4.0,9524.0,4200.0,4.0,5.0,3+,15.0,West,Relatively New,4200.0,,,0.0,1.0,0.0,0.0,0.0,7.0,1.0,127.0
1858,flat,m3m heights,sector 65,2.79,14170.0,1969.0,3.0,3.0,3,26.0,East,New Property,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1859,flat,godrej icon,sector 88a,1.65,9041.0,1825.0,3.0,3.0,3,12.0,Na,New Property,1825.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
1860,flat,nul,gwal pahari,0.56,6054.0,925.0,2.0,2.0,1,11.0,Na,Old Property,,,925.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
1861,flat,pyramid urban homes 2,sector 86,0.6,8000.0,750.0,3.0,2.0,2,2.0,East,New Property,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
1862,flat,umang winter hills,sector 77,1.0,7502.0,1333.0,2.0,2.0,2,3.0,Na,New Property,,,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1863,house,independent,sector 105,0.6,13333.0,450.0,3.0,3.0,0,3.0,,Undefined,,450.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,flat,signature global park,sohna road,0.9,6254.0,1439.0,3.0,3.0,3,3.0,North-West,Relatively New,,,1439.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.0
1865,flat,tata primanti,sector 72,3.25,10545.0,3082.0,3.0,3.0,3,2.0,South,Moderately Old,3300.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0
1866,flat,vipul world floors,sector 48,4.3,13871.0,3100.0,4.0,5.0,3+,4.0,East,New Property,,,3100.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0
1867,flat,tarc maceo,sector 91,0.95,5952.0,1596.0,2.0,2.0,2,10.0,East,Relatively New,1310.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
1868,house,independent,sector 55,5.0,44444.0,1125.0,9.0,9.0,3+,5.0,East,New Property,,115.0,100.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,44.0
1869,flat,signature global park 4,sector 36,0.85,11333.0,750.0,3.0,2.0,3,1.0,Na,New Property,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
1870,house,independent,sector 43,3.35,26973.0,1242.0,1.0,1.0,0,1.0,East,Old Property,1242.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1871,flat,signature the serenas,sohna road,0.45,8475.0,531.0,2.0,2.0,1,10.0,Na,New Property,,,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
1872,flat,dlf new town heights,sector 91,2.0,6966.0,2871.0,4.0,4.0,3+,16.0,East,Moderately Old,2727.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0
1873,flat,indiabulls centrum park,sector 103,1.34,7882.0,1700.0,3.0,3.0,3+,12.0,East,Relatively New,1725.0,,1700.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,38.0
1874,flat,ats marigold,sector 89,1.5,8499.0,1765.0,3.0,3.0,3,5.0,North,Under Construction,1750.0,1480.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
1875,flat,gls arawali homes,sohna road,0.3,6237.0,481.0,2.0,2.0,2,4.0,East,Relatively New,567.0,,480.53,0.0,0.0,0.0,0.0,0.0,2.0,2.0,120.0
1876,flat,emaar imperial gardens,sector 102,1.85,9136.0,2025.0,3.0,3.0,3+,0.0,South-West,Relatively New,,,2025.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,95.0
1877,house,independent,sector 4,0.47,3518.0,1336.0,3.0,4.0,0,3.0,,Undefined,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,flat,imperia elvedor,sector 37c,0.55,8221.0,669.0,1.0,1.0,0,5.0,Na,Undefined,,669.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,flat,conscient heritage max,sector 102,1.82,9010.0,2020.0,3.0,4.0,3+,12.0,North-East,Relatively New,1942.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101.0
1880,flat,valley view estate,gwal pahari,0.38,6090.0,624.0,1.0,1.0,1,11.0,Na,Moderately Old,624.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0
1881,flat,godrej aria,sector 79,1.69,8522.0,1983.0,3.0,3.0,2,7.0,South,Relatively New,1983.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0
1882,flat,corona optus,sector 37c,1.25,8929.0,1400.0,3.0,3.0,3,2.0,South-East,Relatively New,1735.0,,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
1883,flat,godrej nature plus,sector 33,1.08,13123.0,823.0,2.0,2.0,3,8.0,Na,Under Construction,,,76.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
1884,flat,godrej oasis,sector 88a,1.4,7568.0,1850.0,3.0,3.0,3+,4.0,East,Relatively New,1850.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0
1885,flat,orris carnation residency,sector 85,0.88,5954.0,1478.0,3.0,3.0,1,1.0,South,Relatively New,1485.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
1887,flat,godrej,sector 79,1.34,8524.0,1572.0,2.0,2.0,3,2.0,North-West,Relatively New,1572.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
1888,flat,ambience creacions,sector 22,2.55,13710.0,1860.0,3.0,3.0,3,5.0,North-East,Relatively New,1860.0,1600.0,1400.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,49.0
1889,house,independent,sohna road road,0.95,8920.0,1065.0,10.0,10.0,3+,3.0,,New Property,1065.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1890,house,independent,sector 40,5.0,21124.0,2367.0,9.0,9.0,3+,3.0,South-East,Relatively New,2367.0,,,0.0,0.0,0.0,1.0,0.0,7.0,1.0,66.0
1891,flat,bestech park view ananda,sector 81,1.45,8735.0,1660.0,3.0,2.0,3+,3.0,Na,Relatively New,1660.0,,1082.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0
1892,flat,emaar imperial gardens,sector 102,1.92,9600.0,2000.0,3.0,3.0,3,12.0,North-East,Relatively New,,,2000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,95.0
1893,flat,bestech park view residency,sector 2,1.4,7865.0,1780.0,3.0,3.0,3+,6.0,North,Old Property,1780.0,,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,107.0
1894,house,unitech espace,sector 50,9.8,30247.0,3240.0,4.0,4.0,3,2.0,North-West,Moderately Old,,300.0,280.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0
1895,flat,emaar digihomes,sector 62,4.0,14870.0,2690.0,3.0,3.0,3,18.0,North,New Property,2588.79,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0
1896,house,rwa sector 46,sector 46,4.5,24390.0,1845.0,6.0,6.0,3+,3.0,North-East,Moderately Old,,206.0,205.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,80.0
1897,flat,orchid petals,sector 49,1.95,9974.0,1955.0,3.0,3.0,3,2.0,East,Old Property,1805.0,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,90.0
1898,flat,hcbs sports ville,sohna road,0.29,5588.0,519.0,2.0,2.0,1,4.0,Na,Relatively New,,,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
1899,flat,cghs rail vihar,sector 15,1.4,10769.0,1300.0,4.0,3.0,3,3.0,East,Old Property,,,1300.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,81.0
1900,house,nirvana cedar crest,sector 50,7.1,32870.0,2160.0,5.0,4.0,3,2.0,East,Moderately Old,,239.0,238.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,110.0
1901,flat,ramprastha the edge towers,sector 37d,0.75,5319.0,1410.0,2.0,2.0,3,19.0,Na,Moderately Old,,1410.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
1902,flat,mapsko royale ville,sector 82,1.12,6257.0,1790.0,3.0,3.0,2,12.0,North-East,Relatively New,1790.0,,1400.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,49.0
1903,flat,ss the leaf,sector 85,1.98,8257.0,2398.0,3.0,4.0,3,12.0,West,Relatively New,2408.0,2399.0,2398.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
1904,flat,dlf the ultima,sector 81,2.5,11726.0,2132.0,3.0,3.0,2,20.0,West,Relatively New,2132.0,1700.0,1350.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,174.0
1905,flat,unitech heritage city,sector 14,4.26,13108.0,3250.0,4.0,4.0,0,9.0,Na,Undefined,,3250.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1906,flat,suncity heights,sector 54,3.25,14118.0,2302.0,3.0,3.0,3+,0.0,East,Old Property,,,2302.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,120.0
1907,house,independent,sohna road road,0.5,5556.0,900.0,2.0,1.0,2,1.0,,Moderately Old,900.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,flat,bestech altura,sector 79,1.72,8398.0,2048.0,3.0,4.0,3,9.0,East,New Property,,2050.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
1909,house,independent,sector 2,4.95,20370.0,2430.0,6.0,5.0,3+,3.0,West,Relatively New,2430.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0
1911,house,independent,sector 105,0.6,11111.0,540.0,8.0,4.0,3,3.0,West,New Property,540.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1912,flat,godrej habitat,sector 3,1.35,12784.0,1056.0,2.0,2.0,0,4.0,North-East,Undefined,,1056.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
1913,flat,dlf regal gardens,sector 90,1.19,5504.0,2162.0,3.0,3.0,2,11.0,South-East,Relatively New,1726.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0
1914,flat,ss the leaf,sector 85,1.85,6579.0,2812.0,4.0,5.0,3+,1.0,North-West,Relatively New,2812.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
1915,flat,corona optus,sector 37c,1.27,7232.0,1756.0,3.0,3.0,3,2.0,South,Relatively New,1763.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0
1916,house,international city by sobha phase 1,sector 109,6.1,25103.0,2430.0,5.0,6.0,3+,2.0,,Moderately Old,2430.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0
1917,flat,vatika the seven lamps,sector 82,1.0,6969.0,1435.0,2.0,2.0,2,14.0,Na,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0
1919,house,independent,sector 31,4.6,32258.0,1426.0,2.0,2.0,2,2.0,East,Undefined,,1426.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,house,indiabulls centrum park,sector 103,3.25,8125.0,4000.0,4.0,3.0,3+,20.0,,Under Construction,4000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
1922,house,independent,sector 57,3.49,20197.0,1728.0,4.0,4.0,2,3.0,South-East,Moderately Old,1728.0,,,1.0,1.0,0.0,1.0,0.0,6.0,1.0,49.0
1923,flat,shree vardhman flora,sector 90,0.65,4815.0,1350.0,2.0,2.0,3,6.0,West,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
1924,flat,mahindra aura,sector 110,1.8,8815.0,2042.0,3.0,3.0,3+,7.0,South-East,Relatively New,2042.0,1850.0,1650.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,136.0
1925,house,unitech espace,sector 50,10.45,32253.0,3240.0,5.0,7.0,3+,3.0,,Moderately Old,3240.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,153.0
1926,flat,the roselia 2,sector 95,0.45,6475.0,695.0,2.0,2.0,2,19.0,North,Undefined,,695.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687.0,735.0,2.0,2.0,3,0.0,East,Relatively New,1215.0,1009.0,734.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,125.0
1928,house,independent,sector 17a,3.93,24214.0,1623.0,19.0,17.0,3,4.0,North-West,Relatively New,,1622.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,74.0
1929,house,nul,sector 25,6.25,34722.0,1800.0,5.0,5.0,3,2.0,East,Moderately Old,1800.0,,,0.0,1.0,0.0,1.0,0.0,5.0,1.0,112.0
1930,flat,conscient heritage max,sector 102,2.22,13875.0,1600.0,3.0,4.0,3+,15.0,East,Relatively New,2149.0,2000.0,1600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0
1931,flat,vatika gurgaon,sector 83,1.08,6225.0,1735.0,3.0,3.0,2,11.0,North-East,Relatively New,1735.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0
1932,flat,ireo skyon,sector 60,3.8,13571.0,2800.0,4.0,5.0,3,15.0,East,Moderately Old,2800.0,2791.0,2768.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,145.0
1933,house,independent,sector 105,0.65,9028.0,720.0,3.0,2.0,1,1.0,East,Relatively New,720.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0
1934,flat,sare homes,sector 92,0.68,5239.0,1298.0,3.0,3.0,2,11.0,North-West,Relatively New,,,1298.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
1935,flat,signature global solera,sector 107,0.4,6645.0,602.0,2.0,2.0,1,7.0,Na,Relatively New,602.0,,548.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0
1936,flat,kiran residency,sector 56,1.55,6889.0,2250.0,3.0,3.0,3+,5.0,North,Moderately Old,2250.0,1900.0,1750.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,92.0
1937,flat,ats marigold,sector 89,1.85,8605.0,2150.0,3.0,3.0,3+,12.0,South-West,New Property,2150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
1938,flat,dlf regal gardens,sector 90,1.8,7223.0,2492.0,4.0,4.0,3+,7.0,South-West,Moderately Old,2215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
1939,house,independent,sector 26,20.0,44444.0,4500.0,5.0,7.0,3+,3.0,West,Relatively New,4500.0,,,0.0,1.0,0.0,1.0,0.0,5.0,2.0,97.0
1940,flat,dlf the belaire,sector 54,10.0,24558.0,4072.0,4.0,5.0,3+,17.0,North,Moderately Old,4072.0,3000.0,2800.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,167.0
1941,house,independent,sector 12,1.35,12217.0,1105.0,5.0,5.0,1,3.0,,Old Property,,2052.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1942,flat,ireo victory valley,sector 67,2.95,12110.0,2436.0,3.0,3.0,3+,14.0,South,Moderately Old,2436.0,2236.0,2036.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,165.0
1943,flat,smart world orchard,sector 61,1.6,13913.0,1150.0,2.0,2.0,2,3.0,Na,Under Construction,,,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
1944,flat,bestech park view ananda,sector 81,0.95,6985.0,1360.0,2.0,2.0,2,14.0,North-East,Relatively New,1360.0,1260.0,894.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,165.0
1945,flat,ss the leaf,sector 85,1.04,5974.0,1741.0,2.0,3.0,3+,4.0,West,Relatively New,1741.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0
1946,flat,ss the leaf,sector 85,1.93,8075.0,2390.0,3.0,4.0,3,7.0,North-East,Relatively New,2408.0,2400.0,2390.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,174.0
1947,flat,the arzoo cghs,sector 51,2.1,9130.0,2300.0,4.0,4.0,3,1.0,Na,Relatively New,,2300.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
1948,flat,signature global solera,sector 107,0.36,6569.0,548.0,2.0,2.0,1,9.0,South,Relatively New,548.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0
1949,flat,hcbs sports ville,sohna road,0.25,4167.0,600.0,1.0,1.0,1,12.0,Na,Relatively New,,600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
1950,flat,bestech park view grand spa,sector 81,2.25,8459.0,2660.0,3.0,4.0,3+,8.0,West,Relatively New,2660.0,2300.0,2100.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,122.0
1951,house,independent,sector 4,0.5,9259.0,540.0,5.0,3.0,2,3.0,West,Old Property,540.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,1550.0,3.0,3.0,2,5.0,East,Moderately Old,,,1550.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,85.0
1953,flat,bestech altura,sector 79,2.55,9533.0,2675.0,4.0,5.0,2,4.0,East,New Property,,2675.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0
1954,flat,indiabulls centrum park,sector 103,1.33,8581.0,1550.0,3.0,3.0,3+,8.0,East,Relatively New,1790.0,,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
1957,flat,vipul lavanya,sector 81,0.6,6667.0,900.0,2.0,2.0,1,0.0,Na,Under Construction,900.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,flat,eden landmark,manesar,0.5,3846.0,1300.0,2.0,2.0,0,7.0,Na,Under Construction,,1300.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,flat,ireo the corridors,sector 67a,1.8,14658.0,1228.0,3.0,3.0,3,6.0,North,New Property,1921.0,,1227.96,0.0,1.0,1.0,0.0,0.0,3.0,1.0,150.0
1960,flat,ansal heights 86,sector 86,1.25,7396.0,1690.0,3.0,2.0,1,11.0,Na,New Property,1690.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
1961,flat,emaar mgf emerald estate,sector 65,1.7,21014.0,809.0,3.0,3.0,3,7.0,South-East,Relatively New,1395.0,,809.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0
1962,flat,ats triumph,sector 104,2.62,8317.0,3150.0,4.0,4.0,3+,14.0,North,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
1963,flat,spaze privy at,sector 84,1.35,9643.0,1400.0,3.0,3.0,3,7.0,South-East,Relatively New,1918.0,1750.0,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0
1964,flat,central park flower valley aqua front towers,sector 33,2.96,13871.0,2134.0,4.0,4.0,3,1.0,Na,New Property,,,2134.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,24.0
1965,house,independent,sector 3 phase 3 extension,0.7,7007.0,999.0,2.0,3.0,1,1.0,North,Relatively New,999.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0
1966,flat,godrej,sector 79,1.93,8532.0,2262.0,3.0,4.0,3+,5.0,East,Relatively New,2262.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0
1967,flat,signature global solera,sector 107,0.36,6581.0,547.0,2.0,2.0,2,8.0,South-East,Relatively New,,,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
1968,flat,m3m heights,sector 65,1.9,14996.0,1267.0,2.0,2.0,3,4.0,Na,Under Construction,1261.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
1969,house,independent,sector 50,12.5,40611.0,3078.0,6.0,5.0,3,4.0,East,Moderately Old,3078.0,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0
1970,flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,4.0,5.0,3,10.0,South-West,Relatively New,3400.0,3000.0,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,152.0
1971,flat,spaze privy at,sector 84,1.24,6465.0,1918.0,3.0,3.0,3,8.0,North-East,Relatively New,1918.0,1650.0,1550.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,158.0
1972,flat,emaar palm gardens,sector 83,1.75,9211.0,1900.0,3.0,3.0,3,6.0,North-West,Relatively New,1900.0,,1240.04,0.0,1.0,0.0,0.0,0.0,3.0,1.0,105.0
1973,house,international city by sobha phase 2,sector 109,7.0,11240.0,6228.0,5.0,5.0,3+,2.0,South,Relatively New,6228.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,129.0
1974,flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.0,3.0,5.0,3,6.0,West,Relatively New,,,1950.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
1975,flat,bestech park view city,sector 48,2.7,11714.0,2305.0,3.0,3.0,3+,7.0,North-East,Relatively New,2305.0,2000.0,1700.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,174.0
1976,house,eldeco mansionz,sector 48,5.0,21368.0,2340.0,7.0,7.0,3,2.0,North-East,Moderately Old,2340.0,,,0.0,0.0,0.0,0.0,0.0,7.0,1.0,40.0
1977,house,independent,sector 46,5.5,23061.0,2385.0,8.0,8.0,3+,3.0,,Moderately Old,2385.0,,,1.0,0.0,0.0,0.0,1.0,5.0,1.0,32.0
1978,flat,vatika gurgaon,sector 83,1.12,6455.0,1735.0,3.0,3.0,2,17.0,South,Moderately Old,1735.0,1500.0,1400.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,111.0
1979,house,international city by sobha phase 1,sector 109,5.7,10556.0,5400.0,4.0,5.0,3+,3.0,East,Relatively New,5400.0,,,1.0,1.0,1.0,1.0,0.0,8.0,0.0,160.0
1981,house,independent,sector 48,5.5,23504.0,2340.0,4.0,4.0,2,2.0,North,Relatively New,2340.0,,,0.0,1.0,0.0,0.0,0.0,4.0,1.0,22.0
1982,flat,unitech fresco,sector 50,1.88,10479.0,1794.0,3.0,3.0,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,174.0
1983,house,anshul,sector 6,0.85,7727.0,1100.0,2.0,2.0,0,4.0,North-East,Undefined,,,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,flat,ambience creacions,sector 22,2.79,15000.0,1860.0,3.0,3.0,3,13.0,East,New Property,1860.0,,1300.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,158.0
