,property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Wardrobe,furnishing_type,luxury_score
0,flat,ashiana apartment,sector 23,0.16,2051.0,780.0,2.0,2.0,2,1.0,Na,Moderately Old,780.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,house,independent,sector 39,1.8,21871.0,823.0,1.0,1.0,2,3.0,North-East,Relatively New,,800.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,house,vipul tatvam villa,sector 48,7.35,22812.0,3222.0,4.0,5.0,2,2.0,South,Moderately Old,3222.0,,,1.0,1.0,1.0,1.0,0.0,4.0,1.0,144.0
3,flat,mapsko casa bella,sector 82,3.0,6134.0,4891.0,4.0,6.0,3+,25.0,West,Relatively New,4890.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,119.0
4,flat,ansal heights 86,sector 86,0.64,4706.0,1360.0,2.0,2.0,1,3.0,Na,New Property,,1360.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
5,house,independent,sector 110,1.0,8795.0,1137.0,3.0,2.0,2,1.0,North,Old Property,,120.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,flat,signature global park,sohna road,0.95,7845.0,1211.0,3.0,2.0,3+,1.0,Na,Relatively New,,1210.723472,756.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
7,flat,vasant appartments,sector 14,1.7,7391.0,2300.0,5.0,5.0,2,2.0,North-West,Old Property,,,2300.0,1.0,0.0,1.0,1.0,0.0,5.0,2.0,71.0
8,house,independent,sector 43,7.5,38760.0,1935.0,12.0,12.0,3+,4.0,East,New Property,1935.0,,,1.0,1.0,1.0,1.0,0.0,12.0,1.0,72.0
9,flat,lotus homz,sector 111,0.7,10057.0,696.0,2.0,2.0,2,8.0,East,Relatively New,,,696.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,68.0
10,flat,unitech sunbreeze,sector 69,1.0,5476.0,1826.0,4.0,3.0,0,0.0,Na,Undefined,,1826.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,flat,lotus homz,sector 111,0.6,8451.0,710.0,2.0,2.0,3,9.0,East,New Property,,,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
12,flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13929.0,1400.0,3.0,3.0,3,6.0,North-East,New Property,1852.0,,1400.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,174.0
13,flat,antriksh heights,sector 84,0.79,4580.0,1725.0,3.0,3.0,3+,8.0,West,New Property,1725.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
14,flat,dlf garden city floors,sector 92,1.7,8586.0,1980.0,3.0,4.0,2,1.0,Na,Under Construction,1630.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
15,flat,dlf the crest,sector 54,11.0,35484.0,3100.0,4.0,5.0,3+,7.0,North-East,Relatively New,,,3100.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,49.0
16,flat,unitech uniworld gardens,sector 47,1.05,10532.0,997.0,2.0,2.0,2,3.0,North-East,Relatively New,,,997.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,34.0
17,house,dlf new town heights,sector 91,2.5,7058.0,3542.0,4.0,4.0,3+,3.0,East,Moderately Old,3542.0,,,1.0,1.0,1.0,1.0,0.0,7.0,1.0,80.0
18,flat,apna enclave,sector 3,0.5,7692.0,650.0,2.0,2.0,1,1.0,West,Old Property,,,650.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,37.0
19,flat,spaze privy,sector 72,1.9,9620.0,1975.0,3.0,3.0,3,10.0,Na,Undefined,,1975.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,flat,umang winter hills,sector 77,0.86,6408.0,1342.0,2.0,2.0,2,16.0,Na,New Property,1342.0,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,79.0
21,flat,godrej oasis,sector 90,1.19,10162.0,1171.0,2.0,2.0,3,15.0,South-East,Relatively New,1628.0,,1171.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,174.0
22,flat,sbtl caladium,sector 109,1.7,6680.0,2545.0,3.0,3.0,3+,9.0,North-East,Relatively New,2545.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,159.0
23,flat,tulip lemon,sector 69,0.6,11407.0,526.0,2.0,1.0,1,11.0,Na,Undefined,,,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,house,independent,sector 4,0.85,7522.0,1130.0,3.0,3.0,0,1.0,,Undefined,,1130.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,flat,eldeco accolade,sohna road,0.78,5420.0,1439.0,2.0,2.0,2,7.0,North,Relatively New,1457.0,,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,137.0
26,flat,emaar gurgaon greens,sector 102,1.4,8485.0,1650.0,3.0,3.0,3,10.0,East,Relatively New,1650.0,1300.0,1022.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0
27,flat,ambience creacions,sector 22,3.2,11498.0,2783.0,3.0,4.0,3+,2.0,North-East,New Property,2781.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
28,flat,dlf royalton tower,sector 43,6.5,22109.0,2940.0,4.0,5.0,2,8.0,West,Relatively New,2940.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0
29,flat,tulip ivory,sector 70,2.35,9792.0,2400.0,4.0,4.0,3+,8.0,West,Moderately Old,,,2400.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,108.0
30,house,independent,sector 3 phase 2,0.85,9444.0,900.0,5.0,3.0,3,1.0,,Undefined,,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,flat,la vida by tata housing,sector 113,1.75,10492.0,1668.0,2.0,2.0,3,10.0,East,Relatively New,1573.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
32,flat,kendriya vihar,sector 56,0.58,9587.0,605.0,1.0,1.0,1,1.0,Na,Old Property,,,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
33,flat,rof ananda,sector 95,0.2,5602.0,357.0,1.0,1.0,1,2.0,South-West,Relatively New,,,366.080239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0
34,flat,central park flower valley,sector 33,2.5,13270.0,1884.0,3.0,3.0,2,1.0,Na,Undefined,,,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
35,house,independent,sector 46,3.55,24500.0,1449.0,5.0,4.0,3+,3.0,North-West,Moderately Old,1449.0,,,0.0,1.0,0.0,0.0,0.0,4.0,1.0,73.0
36,flat,sidhivinayak apartments,sector 55,1.9,10556.0,1800.0,4.0,3.0,3+,9.0,North,Moderately Old,,,1800.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,35.0
37,flat,m3m skycity,sector 65,3.0,16411.0,1828.0,3.0,3.0,3,17.0,East,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
38,house,laxmi garden sector-11,sector 11,1.5,12821.0,1170.0,12.0,9.0,1,3.0,East,Relatively New,1170.0,,,1.0,1.0,0.0,1.0,1.0,7.0,1.0,106.0
39,flat,ats triumph,sector 104,1.83,7991.0,2290.0,3.0,4.0,3+,10.0,North,Relatively New,2290.0,2000.0,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,165.0
40,house,vipul tatvam villa,sector 48,7.69,24069.0,3195.0,4.0,5.0,3,2.0,North-West,Moderately Old,3195.0,,,1.0,1.0,1.0,1.0,0.0,4.0,1.0,110.0
41,flat,krisumi waterfall residences,sector 36a,2.3,15551.0,1479.0,2.0,2.0,2,23.0,Na,Undefined,,1479.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
42,house,palam vihar extension west zone rwa,sector 2,0.65,5778.0,1125.0,2.0,2.0,1,1.0,North,Moderately Old,1125.0,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,23.0
43,flat,bestech park view grand spa,sector 81,2.35,8835.0,2660.0,3.0,4.0,3+,10.0,North-West,Relatively New,2660.0,,2354.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0
44,flat,tulip ivory,sector 70,5.0,10417.0,4800.0,6.0,7.0,3+,0.0,Na,Relatively New,,,4800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,119.0
45,flat,railway officers rpf society,sector 9a,1.25,6921.0,1806.0,4.0,3.0,3,1.0,South-West,Old Property,,,1806.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,12.0
46,flat,ardee city,sector 52,1.55,7381.0,2100.0,4.0,4.0,3,1.0,Na,Moderately Old,,2100.0,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,flat,signature the roselia,sector 95,0.41,6193.0,662.0,2.0,2.0,2,12.0,North,New Property,,670.0,569.25,1.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0
48,flat,raheja sampada,sector 92,0.7,4453.0,1572.0,3.0,3.0,0,7.0,Na,Undefined,,1572.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,flat,chd avenue,sector 71,0.95,7917.0,1200.0,2.0,2.0,0,5.0,South,Undefined,,1200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,house,sai kripa floors 5,sector 11,0.9,11250.0,800.0,5.0,5.0,3,3.0,,Relatively New,800.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,flat,bptp mansions park prime,sector 66,2.7,9768.0,2764.0,4.0,4.0,3,6.0,Na,Relatively New,2764.0,,,0.0,1.0,0.0,0.0,1.0,4.0,1.0,13.0
52,house,tata primanti,sector 72,8.5,13492.0,6300.0,5.0,6.0,3+,10.0,East,Relatively New,6300.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,145.0
53,house,ansal sushant lok plots,sector 43,3.3,26570.0,1242.0,1.0,1.0,0,,,Under Construction,1242.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,flat,central park flower valley,sector 33,2.15,13522.0,1590.0,3.0,3.0,3+,1.0,Na,New Property,1590.0,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0
55,flat,dlf the crest,sector 54,11.0,35223.0,3123.0,4.0,6.0,3,7.0,Na,Relatively New,3123.0,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,125.0
56,flat,central park resorts,sector 48,11.25,28266.0,3980.0,4.0,5.0,3+,2.0,North-West,Relatively New,,,3980.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0
57,flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.0,1852.0,3.0,3.0,3,10.0,North-East,Relatively New,1852.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
58,flat,signature global solera,sector 107,0.6,8000.0,750.0,3.0,2.0,2,8.0,Na,Undefined,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
59,flat,central park flower valley,sector 33,2.2,10476.0,2100.0,3.0,3.0,3,12.0,North-East,New Property,2100.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,49.0
60,flat,the castle society,sector 56,2.0,8696.0,2300.0,4.0,4.0,2,4.0,Na,Under Construction,2300.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,house,independent,sector 4,3.3,14667.0,2250.0,3.0,3.0,2,1.0,North-East,Old Property,2250.0,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,34.0
62,flat,dlf park place,sector 54,4.85,30180.0,1607.0,3.0,4.0,3+,6.0,North,Moderately Old,1983.0,1785.0,1607.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,158.0
63,flat,hero homes,dwarka expressway,1.6,7824.0,2045.0,3.0,3.0,3,1.0,Na,New Property,1689.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0
64,flat,denso haryana housing society,manesar,0.9,4308.0,2089.0,3.0,3.0,3+,5.0,East,Moderately Old,,,2089.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
65,house,independent,sector 23,4.0,16006.0,2499.0,3.0,3.0,2,2.0,East,Moderately Old,2499.0,,,0.0,1.0,0.0,0.0,0.0,3.0,1.0,115.0
66,flat,emaar mgf palm terraces select,sector 66,3.4,14108.0,2410.0,4.0,4.0,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,157.0
67,flat,kiran residency,sector 56,1.54,8324.0,1850.0,3.0,4.0,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,98.0
68,flat,indiabulls centrum park,sector 103,2.4,8348.0,2875.0,4.0,6.0,3+,15.0,North-East,Relatively New,2875.0,2456.0,2100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0
69,house,independent,sector 17,9.5,23457.0,4050.0,8.0,8.0,3,3.0,West,Relatively New,,500.0,450.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,27.0
70,flat,pioneer park,sector 61,3.6,12627.0,2851.0,4.0,4.0,3,3.0,North,Moderately Old,2851.0,,,0.0,1.0,0.0,0.0,0.0,6.0,1.0,121.0
71,flat,m3m skycity,sector 65,2.8,15317.0,1828.0,3.0,3.0,0,14.0,Na,Undefined,,1828.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
72,flat,sare crescent parc,sector 92,0.9,4259.0,2113.0,4.0,5.0,3+,3.0,Na,Relatively New,1995.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,house,independent,sector 47,0.99,17188.0,576.0,4.0,4.0,3,4.0,,Relatively New,576.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74,house,unitech nirvana birch court,sector 50,7.1,31430.0,2259.0,3.0,3.0,3,1.0,East,Moderately Old,251.0,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,49.0
75,flat,tulip violet,sector 69,1.92,15360.0,1250.0,4.0,4.0,2,0.0,South,Relatively New,,,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
76,flat,tulip violet,sector 69,1.55,9823.0,1578.0,3.0,3.0,2,0.0,West,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,3.0,1.0,129.0
77,flat,emaar palm heights,sector 77,1.75,11667.0,1500.0,3.0,3.0,3+,11.0,South-West,Relatively New,2025.0,1900.0,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0
78,house,signature global city 63a,sector 63,1.5,6289.0,2385.0,3.0,3.0,2,1.0,,New Property,,2385.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,flat,ss almeria,sector 84,1.5,7500.0,2000.0,3.0,3.0,3,2.0,Na,New Property,2000.0,,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0
80,flat,orris carnation residency,sector 85,0.9,6429.0,1400.0,3.0,3.0,2,12.0,Na,Relatively New,1485.0,1402.0,1400.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,120.0
81,flat,antriksh heights,sector 84,1.02,4869.0,2095.0,4.0,4.0,3+,11.0,North,Relatively New,2095.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,99.0
82,flat,smart world orchard,sector 61,2.2,13497.0,1630.0,3.0,3.0,2,1.0,North-East,Under Construction,,,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
83,flat,m3m golfestate,sector 65,5.9,17481.0,3375.0,3.0,3.0,3,18.0,North,Relatively New,3363.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0
84,flat,bestech park view city,sector 49,2.7,12506.0,2159.0,3.0,4.0,3+,6.0,Na,Moderately Old,2159.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,flat,the close south,sector 50,3.1,12445.0,2491.0,3.0,4.0,3+,4.0,North-East,Moderately Old,2491.0,2450.0,2250.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,165.0
86,flat,rof ananda,sector 95,0.37,5745.0,644.0,3.0,2.0,1,6.0,South-East,Relatively New,,,644.111776,0.0,0.0,0.0,1.0,0.0,0.0,1.0,72.0
87,house,landmark house,sector 43,2.75,25463.0,1080.0,3.0,3.0,1,2.0,South-East,Moderately Old,1080.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0
88,house,dlf city plots phase 2,sector 25,10.0,44444.0,2250.0,12.0,12.0,3+,4.0,North,Relatively New,250.0,,,1.0,1.0,0.0,0.0,0.0,12.0,1.0,114.0
89,flat,railway officers rpf society,sector 9a,1.25,6921.0,1806.0,4.0,3.0,3,1.0,Na,Old Property,,,1806.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,40.0
90,flat,pivotal devaan,sector 84,0.3,6667.0,450.0,1.0,1.0,1,14.0,Na,New Property,,,450.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0
91,flat,capital residences 360,sector 70a,1.55,7844.0,1976.0,3.0,3.0,3,8.0,South,Relatively New,1976.0,1600.0,1400.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,42.0
92,flat,ss the leaf,sector 85,1.77,7350.0,2408.0,3.0,4.0,3+,7.0,South-West,New Property,2408.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107.0
93,flat,dlf the primus,sector 82a,2.55,11219.0,2273.0,4.0,4.0,3+,14.0,South-West,Relatively New,2273.0,,1340.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,44.0
94,flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,3.0,4.0,3,12.0,North,Relatively New,1950.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0
95,flat,assotech blith,sector 99,0.82,6007.0,1365.0,2.0,2.0,3,0.0,Na,Undefined,,1365.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
96,flat,ireo skyon,sector 60,2.85,13936.0,2045.0,3.0,4.0,3+,5.0,South,Relatively New,2045.0,1640.0,1490.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
97,flat,orris carnation residency,sector 85,0.72,4881.0,1475.0,3.0,3.0,2,9.0,West,Moderately Old,1475.0,1350.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0
98,flat,paras dews,sector 106,1.42,6030.0,2355.0,4.0,6.0,3+,11.0,North-East,Relatively New,2355.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0
99,flat,la vida by tata housing,sector 113,2.35,13352.0,1760.0,3.0,4.0,3,3.0,West,Relatively New,2217.0,1930.0,1760.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
100,flat,ireo skyon,sector 60,3.75,13393.0,2800.0,4.0,5.0,3,15.0,South,Relatively New,2800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0
101,flat,emaar mgf the palm drive,sector 66,1.51,15130.0,998.0,2.0,2.0,2,5.0,North,Relatively New,1200.0,1188.0,998.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,82.0
102,flat,experion the heartsong,sector 108,1.3,8344.0,1558.0,3.0,3.0,3+,7.0,South-West,Relatively New,1758.0,,1558.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
103,flat,signature global city 63a,sector 63a,1.65,15264.0,1081.0,2.0,2.0,2,1.0,Na,Under Construction,1081.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104,house,dlf city plots phase 3,sector 24,1.6,3292.0,4860.0,8.0,5.0,3+,4.0,East,Old Property,,540.0,500.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0
105,flat,signature global grand iva,sector 103,0.3,8287.0,362.0,1.0,2.0,2,5.0,Na,New Property,,,361.882318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
106,flat,m3m skywalk,sector 74,1.54,10815.0,1424.0,2.0,2.0,3+,15.0,South-East,Relatively New,1424.0,1200.0,1139.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137.0
107,flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,1692.0,3.0,3.0,3,5.0,North,Relatively New,1692.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
108,flat,m3m woodshire,sector 107,0.9,6589.0,1366.0,2.0,2.0,3+,4.0,Na,Relatively New,1366.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
109,flat,m3m woodshire,sector 107,1.35,5718.0,2361.0,3.0,4.0,3+,8.0,South,Relatively New,2361.0,1950.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,74.0
110,flat,m3m woodshire,sector 107,0.9,6589.0,1366.0,2.0,2.0,3+,10.0,Na,Relatively New,1366.0,,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,49.0
111,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,2125.0,3.0,4.0,3,6.0,North,Relatively New,2200.0,2150.0,2125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0
112,house,independent,sector 21,0.6,6173.0,972.0,8.0,3.0,2,3.0,,Old Property,972.0,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
113,flat,ace palm floors,sector 89,0.97,7861.0,1234.0,2.0,2.0,2,1.0,Na,New Property,,,1234.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0
114,house,independent,sector 47,6.09,33665.0,1809.0,12.0,11.0,3+,4.0,West,Moderately Old,,180.0,150.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,44.0
115,flat,ats triumph,sector 104,2.55,13077.0,1950.0,4.0,4.0,3+,21.0,East,Relatively New,3150.0,,1950.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0
116,flat,om apartment dayanand colony,sector 5,0.26,4370.0,595.0,1.0,1.0,1,3.0,North-East,Relatively New,,,583.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
117,flat,zara aavaas,sector 104,0.2,6645.0,301.0,1.0,2.0,2,3.0,Na,New Property,,,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
118,house,dlf alameda,sector 73,17.0,35109.0,4842.0,5.0,8.0,3,3.0,North-West,Relatively New,,9000.0,,1.0,1.0,1.0,1.0,0.0,1.0,2.0,87.0
119,flat,smart world gems,sector 89,1.25,8784.0,1423.0,3.0,3.0,3,2.0,North,Under Construction,1423.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
120,flat,breez global hill view,sohna road,2.6,5215.0,4986.0,2.0,2.0,2,6.0,Na,New Property,,,554.1255719999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
121,flat,ansal housing highland park,sector 103,0.8,5878.0,1361.0,2.0,2.0,2,9.0,South-East,Undefined,,1361.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,flat,piedmont taksila heights,sector 37c,1.05,4792.0,2191.0,3.0,3.0,3,7.0,Na,Relatively New,1920.0,,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,81.0
123,flat,sbr minda sec-1 imt manesar,manesar,0.64,4194.0,1526.0,3.0,2.0,3+,6.0,East,Old Property,,,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
124,flat,dlf new town heights,sector 92,1.65,6346.0,2600.0,4.0,4.0,3+,11.0,West,Moderately Old,2364.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
125,flat,silverglades the melia,sohna road,0.75,5556.0,1350.0,2.0,2.0,2,4.0,Na,Moderately Old,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
126,flat,signature global synera,sector 81,0.5,7886.0,634.0,2.0,2.0,1,11.0,East,New Property,,,634.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,97.0
127,flat,alpha corp gurgaonone,sector 84,2.28,8769.0,2600.0,4.0,4.0,3+,8.0,South-East,Relatively New,3434.0,,2600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0
128,flat,experion windchants,sector 112,5.2,10726.0,4848.0,4.0,6.0,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,174.0
129,flat,la vida by tata housing,sector 113,3.0,14286.0,2100.0,3.0,3.0,3+,3.0,East,Relatively New,2691.0,2460.0,2100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0
130,flat,aipl peaceful homes,sector 70a,2.75,12791.0,2150.0,3.0,3.0,3+,14.0,North-East,Undefined,,2150.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,flat,vatika gurgaon,sector 83,0.87,6988.0,1245.0,2.0,2.0,2,3.0,East,Moderately Old,1245.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
132,flat,indiabulls centrum park,sector 103,1.05,5859.0,1792.0,2.0,2.0,3,1.0,West,Relatively New,,1365.0,900.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,51.0
133,flat,dlf new town heights,sector 90,1.65,6980.0,2364.0,4.0,4.0,3+,15.0,South-East,Moderately Old,2364.0,,,0.0,1.0,0.0,0.0,0.0,4.0,1.0,137.0
134,house,dlf city plots,sector 26,13.5,29880.0,4518.0,5.0,5.0,2,2.0,East,Moderately Old,4518.0,,,1.0,1.0,0.0,0.0,1.0,6.0,1.0,104.0
135,flat,bestech park view residency,sector 2,1.51,7889.0,1914.0,3.0,4.0,3+,8.0,West,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,92.0
136,flat,dlf new town heights,sector 90,1.15,5959.0,1930.0,3.0,3.0,3+,9.0,North-West,Relatively New,1930.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0
137,flat,tulip violet,sector 69,1.72,8731.0,1970.0,4.0,4.0,1,12.0,North-East,Relatively New,1970.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
138,house,project housing board colony,sector 28,2.58,17695.0,1458.0,4.0,2.0,2,2.0,,Undefined,,,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,flat,dnha cghs,sector 1,0.85,3864.0,2200.0,3.0,3.0,0,5.0,Na,Undefined,,2200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.0,3.0,5.0,3,6.0,North,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,108.0
141,flat,ashiana anmol,sector 33,1.1,8627.0,1275.0,2.0,2.0,2,4.0,North-East,Undefined,,1275.0,795.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,house,mian wali,sector 12,1.7,9444.0,1800.0,1.0,1.0,1,1.0,,Old Property,1800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
143,flat,godrej frontier,sector 80,1.4,6189.0,2262.0,3.0,4.0,2,10.0,North-West,Moderately Old,2262.0,1854.0,1576.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,111.0
144,house,independent,sector 12,0.9,13333.0,675.0,4.0,4.0,0,2.0,,Undefined,,675.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,1650.0,3.0,3.0,3,3.0,East,Relatively New,1650.0,1600.0,1250.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,49.0
